,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49,bin_50,bin_51,bin_52,bin_53,bin_54,bin_55,bin_56,bin_57,bin_58,bin_59,bin_60,bin_61,bin_62,bin_63,bin_64,bin_65,bin_66,bin_67,bin_68,bin_69,bin_70,bin_71,bin_72,bin_73,bin_74,bin_75,bin_76,bin_77,bin_78,bin_79,bin_80,bin_81,bin_82,bin_83,bin_84,bin_85,bin_86,bin_87,bin_88,bin_89,bin_90,bin_91,bin_92,bin_93,bin_94,bin_95
67,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,2,0,2,0,0,0,2,3,0,3,0,0,3,3,0,0,0,3,0,0,3,3,3,3,2,3,3,0,0,0,0,3,3,3,3,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,2,0,2,0,0,0,2,3,0,3,0,0,3,3,0,0,0,3,0,0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,3,3,3,3,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,2,0,2,0,0,0,2,2,0,3,0,0,3,3,0,0,0,3,0,0,2,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,3,3,0,3,0,0,0,1,3,0,3,0,0,3,3,0,0,0,3,0,0,3,3,3,2,3,3,3,0,0,0,0,3,3,3,3,0,2,3,3,2,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,2,0,2,0,0,0,3,3,0,3,0,0,3,3,0,0,0,2,0,0,3,2,2,3,3,3,3,0,0,0,0,3,3,3,3,0,3,3,3,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,0,2,0,0,0,2,2,0,3,0,0,3,3,0,0,0,3,0,0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,3,3,3,3,0,2,0,0,0,0,3,0,0,0,0,0,0,2,3,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,2,0,2,0,0,0,2,2,0,2,0,0,2,2,0,0,0,2,0,0,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,3,3,2,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,3,0,0,0,0,3,2,2,2,0,3,3,2,2,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,2,3,0,3,0,3,3,0,3,0,3,3,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,21,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,1,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,13,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,13,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,1,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,1,2,1,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,1,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
80,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,1
81,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
82,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,1,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
83,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,1,0,2,2,0,2,0,2,2,2,2,2,2,2,2
84,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
85,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,1,2,2,2,2,2
86,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
87,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
88,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,0,2,1,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
89,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,1,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,0,2,2,0,0,2,0,0,0,0,1,0,2,0,0,2,2,0,0,0,2,0,0,1,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
91,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,1,2,2,2,2,2,2,2
92,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,1
93,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,1,2,2,2,0,0,0,0,2,2,2,2,0,1,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
94,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,1,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
95,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,12,0,1,2,0,0,2,0,0,0,0,2,0,2,0,0,1,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,1,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
96,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,1,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
97,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,1,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
98,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,1,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2
99,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,1,0,2,0,2,2,2,2,2,2,2,2
100,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,9,0,2,2,0,0,2,0,0,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,0,2,2,0,2,0,2,1,2,2,2,2,2,2
